cpu,memory,restart,anomaly,cpu_memory_ratio
57,802,2,0,0.07107231920199501
90,340,4,0,0.2647058823529412
17,418,3,0,0.04066985645933014
56,767,1,0,0.07301173402868318
99,692,2,0,0.1430635838150289
54,481,5,1,0.11226611226611227
18,372,2,0,0.04838709677419355
42,161,0,0,0.2608695652173913
94,982,3,1,0.09572301425661914
54,922,4,0,0.05856832971800434
24,457,5,1,0.0525164113785558
46,484,5,1,0.09504132231404959
11,277,4,0,0.039711191335740074
19,594,3,0,0.03198653198653199
18,721,3,0,0.024965325936199722
74,854,5,1,0.08665105386416862
39,614,5,1,0.06351791530944625
14,546,0,0,0.02564102564102564
9,747,0,0,0.012048192771084338
90,674,2,0,0.13353115727002968
10,570,1,0,0.017543859649122806
12,996,3,0,0.012048192771084338
16,910,4,0,0.017582417582417582
30,404,4,0,0.07425742574257425
42,249,3,0,0.1686746987951807
16,550,5,1,0.02909090909090909
12,780,4,0,0.015384615384615385
30,505,5,1,0.0594059405940594
43,276,3,0,0.15579710144927536
59,809,0,0,0.07292954264524104
92,837,4,1,0.10991636798088411
69,217,5,1,0.31797235023041476
97,444,3,0,0.21846846846846846
20,953,1,0,0.02098635886673662
88,207,0,0,0.4251207729468599
25,625,0,0,0.04
64,735,5,1,0.08707482993197278
24,141,4,0,0.1702127659574468
16,650,0,0,0.024615384615384615
64,194,5,1,0.32989690721649484
34,430,5,1,0.07906976744186046
15,264,0,0,0.056818181818181816
42,452,2,0,0.09292035398230089
87,714,3,0,0.12184873949579832
74,444,1,0,0.16666666666666666
47,772,4,0,0.06088082901554404
87,213,3,0,0.4084507042253521
53,550,1,0,0.09636363636363636
8,590,1,0,0.013559322033898305
14,194,5,1,0.07216494845360824
28,815,1,0,0.0343558282208589
24,286,1,0,0.08391608391608392
77,688,2,0,0.1119186046511628
91,774,1,0,0.11757105943152454
9,763,4,0,0.011795543905635648
56,141,4,0,0.3971631205673759
100,612,3,0,0.16339869281045752
33,525,2,0,0.06285714285714286
16,348,3,0,0.04597701149425287
27,676,3,0,0.03994082840236687
31,549,4,0,0.056466302367941715
16,119,5,1,0.13445378151260504
22,451,3,0,0.04878048780487805
59,843,2,0,0.06998813760379596
32,671,3,0,0.04769001490312966
77,359,1,0,0.21448467966573817
36,734,5,1,0.04904632152588556
76,851,4,0,0.08930669800235018
49,630,3,0,0.07777777777777778
91,687,2,0,0.1324599708879185
37,898,0,0,0.04120267260579064
58,320,0,0,0.18125
72,225,1,0,0.32
17,243,2,0,0.06995884773662552
100,826,0,1,0.12106537530266344
66,710,0,0,0.09295774647887324
26,960,3,0,0.027083333333333334
80,490,5,1,0.16326530612244897
23,688,5,1,0.03343023255813953
65,539,4,0,0.12059369202226346
45,323,0,0,0.1393188854489164
65,898,3,0,0.07238307349665925
6,580,4,0,0.010344827586206896
39,295,3,0,0.13220338983050847
100,889,2,1,0.1124859392575928
18,256,3,0,0.0703125
8,674,5,1,0.011869436201780416
25,336,3,0,0.0744047619047619
28,967,1,0,0.028955532574974147
30,263,3,0,0.11406844106463879
89,588,1,0,0.15136054421768708
51,681,3,0,0.07488986784140969
100,342,3,0,0.29239766081871343
15,930,3,0,0.016129032258064516
99,779,0,0,0.12708600770218229
11,127,0,0,0.08661417322834646
96,868,3,1,0.11059907834101383
82,964,2,0,0.08506224066390042
67,640,4,0,0.1046875
6,835,3,0,0.00718562874251497
73,156,0,0,0.46794871794871795
57,281,4,0,0.20284697508896798
19,721,5,1,0.026352288488210817
44,204,0,0,0.21568627450980393
50,896,2,0,0.05580357142857143
21,253,3,0,0.08300395256916997
48,992,5,1,0.04838709677419355
100,103,3,0,0.970873786407767
44,782,2,0,0.056265984654731455
16,152,0,0,0.10526315789473684
89,182,1,0,0.489010989010989
86,417,2,0,0.20623501199040767
71,406,3,0,0.1748768472906404
84,479,3,0,0.17536534446764093
69,254,5,1,0.27165354330708663
25,972,2,0,0.0257201646090535
93,173,4,0,0.5375722543352601
89,825,0,0,0.10787878787878788
50,848,5,1,0.0589622641509434
60,465,1,0,0.12903225806451613
86,842,3,0,0.1021377672209026
43,168,0,0,0.25595238095238093
32,597,5,1,0.05360134003350084
8,858,4,0,0.009324009324009324
7,908,1,0,0.007709251101321586
93,983,1,1,0.09460834181078331
31,213,3,0,0.14553990610328638
46,478,1,0,0.09623430962343096
65,606,3,0,0.10726072607260725
68,304,5,1,0.2236842105263158
53,570,4,0,0.09298245614035087
25,391,2,0,0.0639386189258312
75,582,5,1,0.12886597938144329
52,202,5,1,0.25742574257425743
57,340,4,0,0.1676470588235294
54,291,2,0,0.18556701030927836
74,972,1,0,0.07613168724279835
87,242,0,0,0.359504132231405
56,873,5,1,0.06414662084765177
19,740,4,0,0.025675675675675677
9,638,5,1,0.014106583072100314
85,973,0,0,0.08735868448098665
89,823,5,1,0.10814094775212636
21,517,2,0,0.04061895551257253
78,385,2,0,0.2025974025974026
97,679,4,0,0.14285714285714285
45,988,0,0,0.04554655870445344
32,188,5,1,0.1702127659574468
24,173,4,0,0.13872832369942195
76,634,2,0,0.11987381703470032
30,654,2,0,0.045871559633027525
14,500,0,0,0.028
85,718,2,0,0.11838440111420613
7,360,1,0,0.019444444444444445
32,972,1,0,0.03292181069958848
30,307,2,0,0.09771986970684039
57,290,2,0,0.19655172413793104
62,600,1,0,0.10333333333333333
67,886,2,0,0.07562076749435666
92,140,0,0,0.6571428571428571
64,723,0,0,0.08852005532503458
97,609,1,0,0.1592775041050903
85,590,2,0,0.1440677966101695
73,189,4,0,0.3862433862433862
6,101,4,0,0.0594059405940594
15,504,5,1,0.02976190476190476
17,145,4,0,0.11724137931034483
39,911,2,0,0.042810098792535674
79,742,1,0,0.10646900269541779
60,525,4,0,0.11428571428571428
26,219,2,0,0.1187214611872146
95,931,4,1,0.10204081632653061
77,125,1,0,0.616
60,758,4,0,0.079155672823219
82,282,5,1,0.2907801418439716
64,266,5,1,0.24060150375939848
70,952,0,0,0.07352941176470588
46,921,4,0,0.0499457111834962
16,778,4,0,0.02056555269922879
64,663,0,0,0.09653092006033183
69,899,4,0,0.07675194660734148
53,526,2,0,0.10076045627376426
41,143,4,0,0.2867132867132867
94,967,2,1,0.09720785935884178
6,667,1,0,0.008995502248875561
20,830,0,0,0.024096385542168676
60,674,1,0,0.08902077151335312
99,152,0,0,0.6513157894736842
77,571,3,0,0.13485113835376533
95,798,2,0,0.11904761904761904
31,389,4,0,0.07969151670951156
59,879,2,0,0.0671217292377702
5,877,2,0,0.005701254275940707
23,965,5,1,0.02383419689119171
59,442,0,0,0.1334841628959276
37,305,2,0,0.12131147540983607
11,776,5,1,0.014175257731958763
76,355,3,0,0.2140845070422535
94,860,2,1,0.10930232558139535
6,986,4,0,0.006085192697768763
72,459,3,0,0.1568627450980392
17,933,3,0,0.01822079314040729
32,729,2,0,0.0438957475994513
32,271,0,0,0.11808118081180811
11,389,4,0,0.028277634961439587
78,202,4,0,0.38613861386138615
83,533,1,0,0.15572232645403378
9,652,5,1,0.013803680981595092
39,967,0,0,0.04033092037228542
58,763,3,0,0.07601572739187418
74,759,4,0,0.09749670619235837
59,273,3,0,0.21611721611721613
39,174,5,1,0.22413793103448276
44,800,1,0,0.055
37,354,3,0,0.10451977401129943
96,156,0,0,0.6153846153846154
57,655,2,0,0.08702290076335878
69,150,4,0,0.46
44,607,4,0,0.07248764415156507
18,536,4,0,0.033582089552238806
69,955,1,0,0.07225130890052356
18,976,1,0,0.018442622950819672
92,767,0,0,0.11994784876140809
46,875,5,1,0.052571428571428575
61,635,1,0,0.09606299212598425
79,415,4,0,0.19036144578313252
96,276,0,0,0.34782608695652173
94,200,1,0,0.47
93,661,0,0,0.14069591527987896
54,222,5,1,0.24324324324324326
65,169,1,0,0.38461538461538464
86,677,2,0,0.12703101920236337
79,433,0,0,0.18244803695150116
86,289,1,0,0.2975778546712803
13,204,0,0,0.06372549019607843
79,209,4,0,0.37799043062200954
47,229,3,0,0.2052401746724891
81,413,4,0,0.19612590799031476
50,565,2,0,0.08849557522123894
100,341,4,0,0.2932551319648094
81,106,0,0,0.7641509433962265
100,800,4,0,0.125
23,272,3,0,0.08455882352941177
5,400,5,1,0.0125
14,307,2,0,0.04560260586319218
47,893,5,1,0.05263157894736842
57,983,1,0,0.05798575788402848
19,719,4,0,0.02642559109874826
91,393,4,0,0.23155216284987276
49,385,2,0,0.12727272727272726
37,426,0,0,0.08685446009389672
53,645,0,0,0.08217054263565891
7,546,4,0,0.01282051282051282
35,354,1,0,0.09887005649717515
33,690,1,0,0.04782608695652174
82,364,3,0,0.22527472527472528
62,963,1,0,0.06438213914849429
83,828,3,0,0.10024154589371981
76,587,1,0,0.12947189097103917
19,654,0,0,0.0290519877675841
8,911,5,1,0.008781558726673985
95,882,5,1,0.10770975056689343
45,865,2,0,0.05202312138728324
7,453,1,0,0.01545253863134658
70,637,4,0,0.10989010989010989
72,280,3,0,0.2571428571428571
24,686,3,0,0.03498542274052478
98,221,3,0,0.4434389140271493
15,849,4,0,0.0176678445229682
30,611,3,0,0.049099836333878884
47,141,0,0,0.3333333333333333
32,663,3,0,0.048265460030165915
25,893,4,0,0.027995520716685332
11,905,1,0,0.012154696132596685
37,992,4,0,0.037298387096774195
7,681,1,0,0.010279001468428781
13,474,2,0,0.027426160337552744
73,908,0,0,0.08039647577092511
30,522,5,1,0.05747126436781609
25,166,4,0,0.15060240963855423
7,658,1,0,0.010638297872340425
69,374,3,0,0.18449197860962566
89,232,2,0,0.38362068965517243
72,153,1,0,0.47058823529411764
63,466,2,0,0.1351931330472103
97,192,3,0,0.5052083333333334
90,418,3,0,0.215311004784689
52,447,0,0,0.116331096196868
66,870,1,0,0.07586206896551724
43,516,2,0,0.08333333333333333
54,313,0,0,0.17252396166134185
13,580,1,0,0.022413793103448276
24,589,4,0,0.04074702886247878
48,653,2,0,0.07350689127105667
27,477,5,1,0.05660377358490566
20,304,0,0,0.06578947368421052
5,185,4,0,0.02702702702702703
29,916,5,1,0.03165938864628821
85,609,1,0,0.13957307060755336
5,545,2,0,0.009174311926605505
17,936,5,1,0.018162393162393164
94,434,2,0,0.21658986175115208
82,914,0,0,0.08971553610503283
45,717,3,0,0.06276150627615062
57,184,1,0,0.30978260869565216
86,143,1,0,0.6013986013986014
12,222,0,0,0.05405405405405406
80,315,3,0,0.25396825396825395
96,962,3,1,0.0997920997920998
12,342,4,0,0.03508771929824561
45,374,5,1,0.12032085561497326
71,364,0,0,0.19505494505494506
31,461,0,0,0.06724511930585683
26,571,2,0,0.04553415061295972
57,291,0,0,0.1958762886597938
95,914,4,1,0.10393873085339168
13,872,0,0,0.014908256880733946
89,639,0,0,0.13928012519561817
23,851,0,0,0.02702702702702703
50,513,1,0,0.09746588693957114
6,419,5,1,0.014319809069212411
89,763,2,0,0.11664482306684142
57,205,4,0,0.2780487804878049
100,586,0,0,0.17064846416382254
59,562,0,0,0.10498220640569395
24,601,4,0,0.03993344425956739
22,722,2,0,0.030470914127423823
47,892,2,0,0.052690582959641255
27,740,5,1,0.03648648648648649
77,133,2,0,0.5789473684210527
42,358,0,0,0.11731843575418995
50,272,2,0,0.18382352941176472
83,238,3,0,0.3487394957983193
68,232,5,1,0.29310344827586204
60,464,2,0,0.12931034482758622
83,890,5,1,0.09325842696629214
30,717,0,0,0.04184100418410042
51,145,4,0,0.35172413793103446
44,593,3,0,0.07419898819561552
23,624,1,0,0.03685897435897436
89,410,3,0,0.21707317073170732
20,259,2,0,0.07722007722007722
53,816,0,0,0.06495098039215687
65,937,5,1,0.06937033084311633
72,287,4,0,0.2508710801393728
14,456,0,0,0.03070175438596491
13,387,5,1,0.03359173126614987
36,790,2,0,0.04556962025316456
78,809,1,0,0.09641532756489493
39,830,3,0,0.046987951807228916
79,106,2,0,0.7452830188679245
39,160,2,0,0.24375
34,416,2,0,0.08173076923076923
41,962,0,0,0.04261954261954262
29,736,0,0,0.03940217391304348
45,762,3,0,0.05905511811023622
6,115,5,1,0.05217391304347826
38,210,3,0,0.18095238095238095
83,498,1,0,0.16666666666666666
34,667,0,0,0.050974512743628186
25,681,1,0,0.03671071953010279
77,592,5,1,0.13006756756756757
79,585,2,0,0.13504273504273503
43,991,5,1,0.04339051463168517
86,561,0,0,0.1532976827094474
35,500,4,0,0.07
17,243,1,0,0.06995884773662552
60,334,0,0,0.17964071856287425
67,174,0,0,0.3850574712643678
38,512,1,0,0.07421875
12,480,1,0,0.025
40,970,1,0,0.041237113402061855
72,902,0,0,0.07982261640798226
60,632,4,0,0.0949367088607595
72,586,5,1,0.12286689419795221
59,337,0,0,0.17507418397626112
70,901,4,0,0.07769145394006659
23,621,1,0,0.037037037037037035
38,414,2,0,0.09178743961352658
40,223,0,0,0.17937219730941703
40,458,5,1,0.08733624454148471
73,753,3,0,0.09694555112881806
85,550,2,0,0.15454545454545454
10,634,5,1,0.015772870662460567
16,293,2,0,0.05460750853242321
54,732,2,0,0.07377049180327869
12,751,4,0,0.015978695073235686
52,424,2,0,0.12264150943396226
98,242,0,0,0.4049586776859504
18,491,3,0,0.03665987780040733
91,770,0,0,0.11818181818181818
75,848,5,1,0.08844339622641509
86,532,3,0,0.16165413533834586
88,233,5,1,0.3776824034334764
15,150,4,0,0.1
6,521,0,0,0.011516314779270634
16,636,5,1,0.025157232704402517
54,258,2,0,0.20930232558139536
51,630,0,0,0.08095238095238096
17,328,4,0,0.051829268292682924
49,771,0,0,0.06355382619974059
43,519,3,0,0.08285163776493257
15,530,1,0,0.02830188679245283
26,118,1,0,0.22033898305084745
40,863,3,0,0.046349942062572425
6,977,0,0,0.006141248720573183
55,659,4,0,0.0834597875569044
53,858,1,0,0.06177156177156177
37,809,0,0,0.04573547589616811
48,440,1,0,0.10909090909090909
86,728,4,0,0.11813186813186813
87,282,2,0,0.30851063829787234
53,901,0,0,0.058823529411764705
72,618,5,1,0.11650485436893204
95,876,2,1,0.10844748858447488
39,937,1,0,0.0416221985058698
98,985,3,1,0.09949238578680203
69,468,3,0,0.14743589743589744
54,842,4,0,0.06413301662707839
55,156,4,0,0.3525641025641026
28,917,2,0,0.030534351145038167
12,126,1,0,0.09523809523809523
81,585,2,0,0.13846153846153847
15,490,0,0,0.030612244897959183
7,168,3,0,0.041666666666666664
82,298,0,0,0.2751677852348993
35,436,2,0,0.08027522935779817
94,968,5,1,0.09710743801652892
6,353,3,0,0.0169971671388102
62,703,3,0,0.08819345661450925
78,550,2,0,0.14181818181818182
47,976,4,0,0.04815573770491803
67,428,2,0,0.15654205607476634
63,886,0,0,0.07110609480812641
50,788,3,0,0.06345177664974619
65,382,3,0,0.17015706806282724
34,493,1,0,0.06896551724137931
63,503,3,0,0.12524850894632206
50,807,0,0,0.061957868649318466
71,202,2,0,0.35148514851485146
79,980,4,0,0.08061224489795918
38,986,0,0,0.038539553752535496
5,187,2,0,0.026737967914438502
32,919,0,0,0.03482045701849837
25,928,2,0,0.02693965517241379
11,539,4,0,0.02040816326530612
55,633,5,1,0.08688783570300158
27,214,1,0,0.1261682242990654
66,888,3,0,0.07432432432432433
80,309,4,0,0.2588996763754045
44,863,3,0,0.05098493626882966
64,580,4,0,0.1103448275862069
70,260,4,0,0.2692307692307692
100,334,0,0,0.2994011976047904
38,664,0,0,0.0572289156626506
34,642,2,0,0.0529595015576324
22,928,0,0,0.023706896551724137
70,757,0,0,0.09247027741083223
87,474,5,1,0.18354430379746836
76,865,1,0,0.08786127167630058
17,268,4,0,0.06343283582089553
88,288,3,0,0.3055555555555556
27,332,2,0,0.08132530120481928
47,565,2,0,0.0831858407079646
93,686,5,1,0.13556851311953352
71,415,2,0,0.1710843373493976
72,748,4,0,0.0962566844919786
24,393,0,0,0.061068702290076333
56,357,5,1,0.1568627450980392
38,718,4,0,0.052924791086350974
61,984,1,0,0.061991869918699184
41,157,2,0,0.2611464968152866
65,753,2,0,0.08632138114209828
95,738,5,1,0.12872628726287264
66,164,4,0,0.4024390243902439
50,836,1,0,0.05980861244019139
52,846,4,0,0.061465721040189124
26,714,0,0,0.036414565826330535
84,983,4,0,0.08545269582909461
37,218,1,0,0.16972477064220184
40,478,5,1,0.08368200836820083
15,355,2,0,0.04225352112676056
11,287,0,0,0.03832752613240418
29,518,2,0,0.055984555984555984
34,703,5,1,0.04836415362731152
97,403,2,0,0.24069478908188585
39,528,0,0,0.07386363636363637
28,327,2,0,0.0856269113149847
22,584,0,0,0.03767123287671233
80,719,0,0,0.11126564673157163
20,263,5,1,0.07604562737642585
53,221,2,0,0.2398190045248869
44,967,1,0,0.045501551189245086
83,899,3,0,0.09232480533926585
95,373,1,0,0.2546916890080429
20,779,4,0,0.025673940949935817
60,636,0,0,0.09433962264150944
9,446,1,0,0.020179372197309416
42,150,5,1,0.28
75,624,1,0,0.1201923076923077
17,882,2,0,0.01927437641723356
41,108,3,0,0.37962962962962965
92,591,2,0,0.155668358714044
20,953,3,0,0.02098635886673662
53,357,1,0,0.1484593837535014
11,716,5,1,0.015363128491620111
34,513,3,0,0.06627680311890838
30,981,2,0,0.03058103975535168
94,842,2,1,0.11163895486935867
91,702,2,0,0.12962962962962962
51,462,2,0,0.11038961038961038
40,938,4,0,0.042643923240938165
83,725,0,0,0.11448275862068966
46,224,1,0,0.20535714285714285
24,362,0,0,0.06629834254143646
27,940,1,0,0.02872340425531915
92,650,4,0,0.14153846153846153
73,823,1,0,0.08869987849331713
80,915,5,1,0.08743169398907104
63,109,1,0,0.5779816513761468
67,160,4,0,0.41875
89,863,5,1,0.10312862108922363
26,143,4,0,0.18181818181818182
99,572,0,0,0.17307692307692307
72,892,0,0,0.08071748878923767
82,424,5,1,0.19339622641509435
52,832,4,0,0.0625
30,368,2,0,0.08152173913043478
86,910,0,0,0.0945054945054945
8,411,5,1,0.019464720194647202
23,518,2,0,0.0444015444015444
42,300,5,1,0.14
51,294,3,0,0.17346938775510204
91,988,3,1,0.09210526315789473
98,928,1,1,0.10560344827586207
67,931,2,0,0.0719656283566058
69,833,5,1,0.08283313325330131
93,723,4,0,0.12863070539419086
10,633,4,0,0.01579778830963665
54,455,5,1,0.11868131868131868
74,463,2,0,0.15982721382289417
64,720,4,0,0.08888888888888889
86,650,1,0,0.13230769230769232
30,353,3,0,0.08498583569405099
50,356,0,0,0.1404494382022472
29,657,3,0,0.0441400304414003
55,893,4,0,0.06159014557670773
15,613,4,0,0.024469820554649267
78,290,4,0,0.2689655172413793
6,846,3,0,0.0070921985815602835
98,965,5,1,0.10155440414507771
8,947,1,0,0.008447729672650475
69,872,0,0,0.07912844036697247
75,298,4,0,0.2516778523489933
99,739,5,1,0.13396481732070364
89,993,0,0,0.08962739174219536
27,156,4,0,0.17307692307692307
31,648,0,0,0.047839506172839504
55,319,3,0,0.1724137931034483
91,507,1,0,0.1794871794871795
83,310,1,0,0.267741935483871
10,676,5,1,0.014792899408284023
47,482,2,0,0.0975103734439834
46,414,2,0,0.1111111111111111
9,230,5,1,0.0391304347826087
55,619,0,0,0.0888529886914378
86,800,4,0,0.1075
52,234,3,0,0.2222222222222222
71,979,1,0,0.07252298263534218
28,862,5,1,0.03248259860788863
89,665,3,0,0.13383458646616542
43,582,3,0,0.07388316151202749
39,873,4,0,0.044673539518900345
35,750,1,0,0.04666666666666667
35,379,0,0,0.09234828496042216
90,977,0,0,0.09211873080859775
52,563,5,1,0.09236234458259325
62,406,0,0,0.15270935960591134
80,763,4,0,0.10484927916120576
60,607,4,0,0.09884678747940692
30,810,1,0,0.037037037037037035
18,691,1,0,0.02604920405209841
73,333,1,0,0.21921921921921922
21,512,1,0,0.041015625
74,333,3,0,0.2222222222222222
56,515,5,1,0.1087378640776699
34,505,1,0,0.06732673267326733
47,315,0,0,0.1492063492063492
69,199,5,1,0.34673366834170855
82,591,3,0,0.13874788494077833
23,289,0,0,0.07958477508650519
71,466,1,0,0.15236051502145923
52,521,4,0,0.09980806142034548
73,158,4,0,0.4620253164556962
12,803,5,1,0.014943960149439602
63,416,2,0,0.15144230769230768
69,324,1,0,0.21296296296296297
18,967,4,0,0.01861427094105481
15,801,0,0,0.018726591760299626
25,507,4,0,0.04930966469428008
73,174,3,0,0.41954022988505746
82,154,4,0,0.5324675324675324
95,709,2,0,0.13399153737658676
60,995,2,0,0.06030150753768844
63,661,4,0,0.09531013615733737
76,725,4,0,0.10482758620689656
24,869,2,0,0.02761795166858458
37,358,5,1,0.10335195530726257
60,986,5,1,0.060851926977687626
33,904,1,0,0.03650442477876106
43,493,5,1,0.0872210953346856
74,123,0,0,0.6016260162601627
55,457,3,0,0.12035010940919037
46,498,4,0,0.09236947791164658
38,942,3,0,0.040339702760084924
80,433,3,0,0.18475750577367206
51,361,3,0,0.14127423822714683
14,649,4,0,0.02157164869029276
46,850,0,0,0.05411764705882353
61,408,1,0,0.14950980392156862
84,210,4,0,0.4
100,754,5,1,0.13262599469496023
10,231,2,0,0.04329004329004329
16,698,3,0,0.022922636103151862
50,292,0,0,0.17123287671232876
58,417,1,0,0.13908872901678657
30,951,3,0,0.031545741324921134
40,296,1,0,0.13513513513513514
34,318,4,0,0.1069182389937107
43,648,0,0,0.06635802469135803
50,153,3,0,0.32679738562091504
77,452,3,0,0.17035398230088494
99,789,0,0,0.12547528517110265
51,906,1,0,0.056291390728476824
73,222,3,0,0.32882882882882886
25,446,5,1,0.05605381165919283
43,106,5,1,0.4056603773584906
90,512,2,0,0.17578125
82,779,5,1,0.10526315789473684
87,839,2,0,0.10369487485101311
39,951,2,0,0.04100946372239748
53,256,0,0,0.20703125
19,714,0,0,0.02661064425770308
98,389,2,0,0.2519280205655527
96,271,2,0,0.35424354243542433
65,889,4,0,0.07311586051743532
74,970,4,0,0.07628865979381444
51,262,0,0,0.1946564885496183
24,274,0,0,0.08759124087591241
59,215,2,0,0.2744186046511628
93,352,1,0,0.26420454545454547
69,781,3,0,0.088348271446863
71,312,3,0,0.22756410256410256
64,426,3,0,0.15023474178403756
16,996,0,0,0.01606425702811245
90,131,2,0,0.6870229007633588
19,848,2,0,0.02240566037735849
59,495,5,1,0.1191919191919192
28,655,4,0,0.042748091603053436
70,836,5,1,0.08373205741626795
19,912,2,0,0.020833333333333332
27,597,5,1,0.04522613065326633
20,293,1,0,0.06825938566552901
62,897,2,0,0.06911928651059086
5,713,3,0,0.0070126227208976155
93,505,3,0,0.18415841584158416
24,616,0,0,0.03896103896103896
22,267,2,0,0.08239700374531835
96,412,5,1,0.23300970873786409
51,413,0,0,0.1234866828087167
15,759,3,0,0.019762845849802372
48,870,1,0,0.05517241379310345
27,859,5,1,0.03143189755529686
99,678,1,0,0.14601769911504425
100,714,5,1,0.1400560224089636
83,540,5,1,0.1537037037037037
33,630,1,0,0.05238095238095238
25,471,4,0,0.05307855626326964
32,331,0,0,0.09667673716012085
64,387,1,0,0.165374677002584
45,453,5,1,0.09933774834437085
78,721,0,0,0.10818307905686546
29,658,2,0,0.044072948328267476
89,193,2,0,0.46113989637305697
65,323,4,0,0.20123839009287925
44,902,4,0,0.04878048780487805
42,377,1,0,0.11140583554376658
16,689,0,0,0.023222060957910014
72,905,3,0,0.07955801104972375
95,326,2,0,0.29141104294478526
47,914,4,0,0.05142231947483589
83,249,2,0,0.3333333333333333
45,711,1,0,0.06329113924050633
98,102,0,0,0.9607843137254902
98,639,2,0,0.15336463223787167
32,358,5,1,0.0893854748603352
93,824,2,1,0.11286407766990292
66,795,5,1,0.0830188679245283
90,446,4,0,0.20179372197309417
43,148,4,0,0.2905405405405405
10,122,2,0,0.08196721311475409
68,470,2,0,0.14468085106382977
42,144,3,0,0.2916666666666667
16,450,1,0,0.035555555555555556
38,402,5,1,0.0945273631840796
52,306,3,0,0.16993464052287582
13,457,2,0,0.028446389496717725
70,465,3,0,0.15053763440860216
82,149,3,0,0.5503355704697986
31,190,4,0,0.1631578947368421
89,743,0,0,0.11978465679676985
54,637,2,0,0.0847723704866562
91,245,5,1,0.37142857142857144
8,819,3,0,0.009768009768009768
48,449,0,0,0.10690423162583519
36,858,4,0,0.04195804195804196
49,989,4,0,0.04954499494438827
82,826,2,0,0.09927360774818401
96,100,1,0,0.96
70,356,2,0,0.19662921348314608
61,774,2,0,0.07881136950904392
72,472,2,0,0.15254237288135594
87,995,4,0,0.08743718592964825
53,675,5,1,0.07851851851851852
78,767,3,0,0.1016949152542373
63,288,2,0,0.21875
64,541,0,0,0.11829944547134935
22,586,2,0,0.03754266211604096
95,515,1,0,0.18446601941747573
24,294,3,0,0.08163265306122448
77,356,1,0,0.21629213483146068
80,418,3,0,0.19138755980861244
14,687,1,0,0.020378457059679767
25,854,4,0,0.02927400468384075
78,639,3,0,0.12206572769953052
76,977,0,0,0.07778915046059365
18,967,5,1,0.01861427094105481
41,853,4,0,0.04806565064478312
8,185,4,0,0.043243243243243246
30,646,4,0,0.04643962848297214
37,512,2,0,0.072265625
57,501,1,0,0.11377245508982035
98,492,0,0,0.1991869918699187
95,258,3,0,0.3682170542635659
73,935,0,0,0.07807486631016043
58,706,1,0,0.0821529745042493
79,542,5,1,0.14575645756457564
83,636,0,0,0.13050314465408805
29,975,0,0,0.029743589743589743
64,526,0,0,0.12167300380228137
54,513,2,0,0.10526315789473684
71,386,0,0,0.18393782383419688
16,530,1,0,0.03018867924528302
86,980,1,0,0.08775510204081632
46,201,1,0,0.22885572139303484
50,775,0,0,0.06451612903225806
16,958,4,0,0.016701461377870562
39,116,2,0,0.33620689655172414
61,219,5,1,0.2785388127853881
22,691,1,0,0.03183791606367583
47,387,2,0,0.12144702842377261
98,847,1,1,0.11570247933884298
87,484,2,0,0.1797520661157025
75,763,4,0,0.0982961992136304
55,252,0,0,0.21825396825396826
32,645,0,0,0.04961240310077519
64,734,1,0,0.08719346049046321
57,857,4,0,0.06651108518086347
22,534,3,0,0.04119850187265917
64,781,2,0,0.08194622279129321
20,365,3,0,0.0547945205479452
27,918,5,1,0.029411764705882353
11,181,3,0,0.06077348066298342
79,409,0,0,0.19315403422982885
32,207,3,0,0.15458937198067632
49,802,2,0,0.06109725685785536
79,933,2,0,0.08467309753483387
47,579,5,1,0.08117443868739206
49,727,3,0,0.06740027510316368
45,339,1,0,0.13274336283185842
67,722,1,0,0.09279778393351801
60,214,4,0,0.2803738317757009
75,599,0,0,0.12520868113522537
5,907,2,0,0.005512679162072767
30,563,2,0,0.05328596802841918
26,414,3,0,0.06280193236714976
21,979,0,0,0.021450459652706845
45,219,4,0,0.2054794520547945
82,165,3,0,0.49696969696969695
83,373,5,1,0.2225201072386059
99,160,1,0,0.61875
35,278,2,0,0.12589928057553956
21,645,1,0,0.03255813953488372
22,471,2,0,0.04670912951167728
34,586,3,0,0.05802047781569966
87,856,2,0,0.10163551401869159
59,873,5,1,0.06758304696449026
95,384,0,0,0.24739583333333334
87,997,2,0,0.08726178535606821
41,859,1,0,0.047729918509895226
44,663,0,0,0.06636500754147813
66,353,1,0,0.18696883852691218
81,892,4,0,0.09080717488789238
52,844,2,0,0.061611374407582936
73,517,4,0,0.14119922630560927
60,715,4,0,0.08391608391608392
23,792,3,0,0.02904040404040404
55,407,4,0,0.13513513513513514
86,644,3,0,0.13354037267080746
53,994,5,1,0.05331991951710262
78,396,5,1,0.19696969696969696
15,322,3,0,0.046583850931677016
68,320,1,0,0.2125
40,129,3,0,0.31007751937984496
75,786,3,0,0.09541984732824428
66,994,4,0,0.06639839034205232
22,717,2,0,0.030683403068340307
100,977,4,1,0.1023541453428864
42,849,5,1,0.04946996466431095
61,507,1,0,0.1203155818540434
29,398,5,1,0.0728643216080402
100,558,5,1,0.17921146953405018
17,209,2,0,0.08133971291866028
39,748,1,0,0.05213903743315508
51,301,2,0,0.16943521594684385
49,835,4,0,0.058682634730538925
90,598,1,0,0.1505016722408027
98,249,5,1,0.39357429718875503
36,705,4,0,0.05106382978723404
16,703,5,1,0.02275960170697013
